precision,recall,threshold
0.9000253635441325,0.9998591152437306,7.15199366396746e-09
0.9000380458522975,0.9998591152437306,7.170789739774364e-09
0.9000507285178818,0.9998591152437306,7.20423898314948e-09
0.9000634115409004,0.9998591152437306,7.270748447751885e-09
0.9000760949213685,0.9998591152437306,7.3446346782191085e-09
0.9000887786593014,0.9998591152437306,7.422810810453484e-09
0.9001014627547138,0.9998591152437306,7.471103735667839e-09
0.9001141472076211,0.9998591152437306,7.57049800625964e-09
0.9001268320180383,0.9998591152437306,7.61581375741116e-09
0.9001395171859806,0.9998591152437306,7.676658420052718e-09
0.9001522027114631,0.9998591152437306,7.678210955930354e-09
0.900164888594501,0.9998591152437306,7.694321624285294e-09
0.9001775748351091,0.9998591152437306,7.727812167956927e-09
0.9001902614333028,0.9998591152437306,7.739878071788553e-09
0.9002029483890972,0.9998591152437306,7.752761987944723e-09
0.9002156357025073,0.9998591152437306,7.777154920063367e-09
0.9002283233735483,0.9998591152437306,7.82747022753938e-09
0.9002410114022353,0.9998591152437306,7.906078458574939e-09
0.9002536997885835,0.9998591152437306,7.934207069126842e-09
0.9002663885326079,0.9998591152437306,7.996985296188086e-09
0.9002790776343237,0.9998591152437306,8.003805618272963e-09
0.900291767093746,0.9998591152437306,8.02727306847828e-09
0.90030445691089,0.9998591152437306,8.076987079164155e-09
0.9003171470857707,0.9998591152437306,8.121462613530639e-09
0.9003298376184032,0.9998591152437306,8.14681389016414e-09
0.9003425285088028,0.9998591152437306,8.18706524796653e-09
0.9003552197569846,0.9998591152437306,8.257384997989448e-09
0.9003679113629636,0.9998591152437306,8.288928654565098e-09
0.900380603326755,0.9998591152437306,8.348014723935648e-09
0.900393295648374,0.9998591152437306,8.576256149694927e-09
0.9004059883278356,0.9998591152437306,8.579315924350794e-09
0.900418681365155,0.9998591152437306,8.606325430093875e-09
0.9004313747603474,0.9998591152437306,8.748794577684293e-09
0.9004440685134277,0.9998591152437306,8.886551050579783e-09
0.9004567626244114,0.9998591152437306,8.914153859507223e-09
0.9004694570933134,0.9998591152437306,8.97594976123628e-09
0.9004821519201489,0.9998591152437306,9.030816094934835e-09
0.900494847104933,0.9998591152437306,9.156476465932428e-09
